Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Payroll,Actual,137891260
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Payroll,Budget,142918268
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Payroll,Original Budget,142918268
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Operations,Actual,8321298
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Operations,Budget,12136592
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Operations,Budget Supplementary,500000
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Operations,Original Budget,12136592
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Payroll,Actual,24989736
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Payroll,Budget,20364163
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Payroll,Budget Supplementary,1700000
2016,Ministry of Justice and Social Welfare,Customary land management Office,Lands Tribunal,Lands Tribunal Office,Payroll,Original Budget,20364163
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Operations,Actual,4358611
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Operations,Budget,3746585
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Operations,Original Budget,3746585
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Payroll,Actual,11224981
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Payroll,Budget,11708850
2016,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Law Commission,Law Commission,Payroll,Original Budget,11708850
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Operations,Actual,4211188
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Operations,Budget,4181392
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Operations,Budget Supplementary,32120028
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Operations,Original Budget,4181392
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Payroll,Actual,39076999
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Payroll,Budget,26239672
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Cabinet Support,Portfolio Coordination,Payroll,Original Budget,26239672
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Executive Management & Corporate Services,Corporate Services,Payroll,Actual,215401
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Operations,Actual,47566848
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Operations,Budget,23160059
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Operations,Original Budget,23160059
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Payroll,Actual,10935982
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Payroll,Budget,9131387
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Executive Management & Corporate Services,Corporate Services,Payroll,Original Budget,9131387
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Operations,Actual,38885539
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Operations,Budget,33992993
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Operations,Original Budget,33992993
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Payroll,Actual,98375673
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Payroll,Budget,88108413
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,"Weather Forecasting, Monitoring and Research",Payroll,Original Budget,88108413
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,Geo-hazard,Operations,Actual,1000000
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,Geo-hazard,Operations,Budget,1000000
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Vanuatu Meteorological Services,Geo-hazard,Operations,Original Budget,1000000
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Operations,Actual,59867259
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Operations,Budget,20326336
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Operations,Budget Supplementary,39531000
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Operations,Original Budget,20326336
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Payroll,Actual,15221629
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Payroll,Budget,22330356
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Energy,Energy Management and assessment,Payroll,Original Budget,22330356
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Operations,Actual,7659455
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Operations,Budget,6844455
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Operations,Original Budget,6844455
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Payroll,Actual,15754286
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Payroll,Budget,23329394
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Environment,"Environmental management, research and extension Services",Payroll,Original Budget,23329394
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,National Disaster Management,National Disaster Management,Operations,Actual,6534317
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,National Disaster Management,National Disaster Management,Operations,Budget,6534317
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,National Disaster Management,National Disaster Management,Operations,Original Budget,6534317
2016,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,National Disaster Management,National Disaster Management,Payroll,Actual,14768123
